HPO_ID,Description,Depth
HP:0009790,Hemisacrum,9
HP:0011569,Cleft anterior mitral valve leaflet,9
HP:0008807,Acetabular dysplasia,9
HP:0030594,Abnormal automated kinetic perimetry test,9
HP:0008336,Complex organic aciduria,9
HP:0032861,Focal non-convulsive status epilepticus with impairment of consciousness,9
HP:0006329,Alveolar process hypoplasia,9
HP:0002927,Histidinuria,9
HP:0004281,Irregular sclerosis of hand bones,9
HP:0000498,Blepharitis,9
HP:0008127,Bipartite calcaneus,9
HP:0009718,Subependymal giant-cell astrocytoma,9
HP:0005830,Flexion contracture of toe,9
HP:3000069,Abnormality of lateral rectus extra-ocular muscle,9
HP:0002500,Abnormality of the cerebral white matter,9
HP:0005752,Flattened moderately deformed vertebrae,9
HP:0030559,Best corrected visual acuity 0.7 LogMAR,9
HP:0030518,Congruous homonymous hemianopia,9
HP:0031223,Focal pancreatic islet hyperplasia,9
HP:0031758,Lateral rectus muscle restriction,9
HP:0007985,Retinal arteriolar occlusion,9
HP:0100878,Enlarged uterus,9
HP:0040156,Elevated urinary carboxylic acid,9
HP:0032822,Neonatal electro-clinical autonomic seizure,9
HP:0000013,Hypoplasia of the uterus,9
HP:0011639,Anomalous origin of right coronary artery from the pulmonary artery,9
HP:0011061,Abnormality of dental structure,9
HP:0031747,Superior rectus muscle underaction,9
HP:0008237,Hypothalamic hypothyroidism,9
HP:0000813,Bicornuate uterus,9
HP:0025407,Rectourethral fistula,9
HP:0003173,Hypoplastic pubic bone,9
HP:0003862,Absent humerus,9
HP:0030915,Cerebellar edema,9
HP:0005465,Facial hyperostosis,9
HP:0032782,Focal impaired awareness autonomic seizure with lacrimation,9
HP:0003309,Ovoid thoracolumbar vertebrae,9
HP:0006326,Buried teeth encased in mucopolysaccharide,9
HP:0008339,Diaminoaciduria,9
HP:0001440,Metatarsal synostosis,9
HP:0001181,Adducted thumb,9
HP:0005619,Thoracolumbar kyphosis,9
HP:0033039,Increased circulating precipitin level,9
HP:0003969,Slender forearm bones,9
HP:0012008,Illusory auras,9
HP:0030571,Pinhole visual acuity 0.3 LogMAR,9
HP:0010791,Hyperplasia of the Leydig cells,9
HP:3000066,Abnormal lacrimal sac morphology,9
HP:0008463,Central vertebral hypoplasia,9
HP:0003640,Foam cells in visceral organs and CNS,9
HP:0005872,Brachytelomesophalangy,9
HP:0008716,Urethrovaginal fistula,9
HP:0030496,Macular exudate,9
HP:0011981,Pigment gallstones,9
HP:0001771,Achilles tendon contracture,9
HP:0030239,Hypoplasia of the upper arm musculature,9
HP:0009556,Absent tibia,9
HP:0012516,Tetralogy of Fallot with pulmonary atresia,9
HP:0003038,Fibular hypoplasia,9
HP:0001841,Preaxial foot polydactyly,9
HP:0009717,Cortical tubers,9
HP:0012463,Elevated transferrin saturation,9
HP:0006292,Abnormality of dental eruption,9
HP:0012435,Ventral shortening of foreskin,9
HP:0008808,High iliac wings,9
HP:0040260,Decreased size of nasopharyngeal adenoids,9
HP:0004912,Hypophosphatemic rickets,9
HP:0007033,Cerebellar dysplasia,9
HP:0041241,Fractured phalanx of manus,9
HP:0040309,Increased size of the mandible,9
HP:0001501,6 metacarpals,9
HP:0030501,Macular crystals,9
HP:0000060,Clitoral hypoplasia,9
HP:0009773,Symphalangism affecting the phalanges of the hand,9
HP:0008945,Loss of ability to walk in early childhood,9
HP:0012078,Motor conduction block,9
HP:0006265,Aplasia/Hypoplasia of fingers,9
HP:0032769,Focal aware autonomic seizure with hypoventilation/hyperventilation/altered respiration,9
HP:0003277,Constricted iliac wings,9
HP:0006859,Posterior leukoencephalopathy,9
HP:0200101,Decreased/absent ankle reflexes,9
HP:0030126,Abnormality of the endometrium,9
HP:0030624,Subretinal hyporeflective spaces on macular OCT,9
HP:0010180,Triangular shaped phalanges of the toes,9
HP:0000558,Rieger anomaly,9
HP:0030546,Unaided visual acuity 1.1 LogMAR,9
HP:0011205,EEG with intermittent slow activity,9
HP:0032863,Typical absence status epilepticus,9
HP:0012007,Hallucinatory auras,9
HP:0032897,Focal impaired awareness sensory seizure with gustatory features,9
HP:0010184,Abnormality of toe proximal phalanx,9
HP:0030499,Macular drusen,9
HP:0025010,Foveal atrophy,9
HP:0010704,1-2 finger syndactyly,9
HP:0032352,Methioninuria,9
HP:0025098,Dysgenesis of the hypothalamus,9
HP:0004482,Relative macrocephaly,9
HP:0010732,Nodular changes affecting the eyelids,9
HP:0000064,Hypoplastic labia minora,9
HP:0030809,Abnormal tongue morphology,9
HP:0003886,Wide humerus,9
HP:0009701,Metacarpal synostosis,9
HP:0030573,Pinhole visual acuity 0.5 LogMAR,9
HP:0030934,Oral erythroplakia,9
HP:0004630,Anterior beaking of thoracic vertebrae,9
HP:0008461,Cervical vertebral facet hypoplasia,9
HP:0030549,Unaided visual acuity 2.0 LogMAR,9
HP:0031757,Medial rectus muscle restriction,9
HP:0030009,Cervical insufficiency,9
HP:0500062,Retinopathy of prematurity plus,9
HP:0003159,Hyperoxaluria,9
HP:0032783,Focal aware autonomic seizure with piloerection,9
HP:0025146,Foveal degeneration,9
HP:0100495,Mastocytosis,9
HP:0031609,Geographic atrophy,9
HP:0003863,Angulated humerus,9
HP:0006431,Proximal femoral metaphyseal abnormality,9
HP:0009903,Conjunctival nodule,9
HP:0004617,Butterfly vertebral arch,9
HP:0032823,Neonatal electro-clinical seizure with behavior arrest,9
HP:0032889,Focal aware sensory seizure with gustatory features,9
HP:0031486,Vascular malformation of the lip,9
HP:0001166,Arachnodactyly,9
HP:0005894,Double first metacarpals,9
HP:0025101,Dysgenesis of the hippocampus,9
HP:0002697,Parietal foramina,9
HP:0031958,Spastic paraparetic gait,9
HP:0004481,Progressive macrocephaly,9
HP:0030946,Conjunctival papillae,9
HP:0005404,Increased B cell count,9
HP:0100005,Testicular mesothelioma,9
HP:0500061,Retinopathy of prematurity zone III,9
HP:0011208,EEG with generalized slow activity grade 3,9
HP:0002974,Radioulnar synostosis,9
HP:0002970,Genu varum,9
HP:0030607,Reduced OCT-measured macular thickness,9
HP:0008421,Tall lumbar vertebral bodies,9
HP:0002635,Type IV atherosclerotic lesion,9
HP:0007380,Facial telangiectasia,9
HP:0012020,Right aortic arch,9
HP:0030772,Proximal femoral focal deficiency,9
HP:0100235,Synostosis involving bones of the toes,9
HP:0004646,Hypoplasia of the nasal bone,9
HP:0008651,Uric acid urolithiasis independent of gout,9
HP:0010697,Anterior pyramidal cataract,9
HP:0006872,Cerebral hypoplasia,9
HP:0032886,Focal impaired awareness cognitive seizure with expressive dysphasia/aphasia,9
HP:0005233,Hypoplasia of the gallbladder,9
HP:0030042,Incomplete ossification of pubis,9
HP:0010925,Nuclear punctate cataract,9
HP:0006943,Diffuse spongiform leukoencephalopathy,9
HP:0005381,Recurrent meningococcal disease,9
HP:0003097,Short femur,9
HP:0007401,Macular atrophy,9
HP:0002313,Spastic paraparesis,9
HP:0410248,Increased anti-house dust mite IgE antibody level,9
HP:0041155,Fractured mandible,9
HP:0003460,Decreased circulating total IgA,9
HP:0040061,Osteosclerosis of the radius,9
HP:0011654,Double outlet right ventricle with non-committed ventricular septal defect without pulmonary stenosis,9
HP:0008636,Lobular glomerulopathy,10
HP:0010841,Multifocal epileptiform discharges,10
HP:0007428,Telangiectasia of the oral mucosa,10
HP:0031766,Convergence excess esotropia,10
HP:0006112,Expanded phalanges with widened medullary cavities,10
HP:0003423,Thoracolumbar kyphoscoliosis,10
HP:0500263,Abnormal helper T cell proportion,10
HP:0100929,Sclerosis of 5th toe phalanx,10
HP:0001096,Keratoconjunctivitis,10
HP:0009844,Broad middle phalanx of finger,10
HP:0003438,Absent Achilles reflex,10
HP:0004245,Comma-shaped scaphoid,10
HP:0003344,3-Methylglutaric aciduria,10
HP:0009443,Osteolytic defects of the phalanges of the 3rd finger,10
HP:0100342,Fibular deviation of the 3rd toe,10
HP:0010759,Prominence of the premaxilla,10
HP:0008822,Hypoplastic ischiopubic rami,10
HP:0009375,Bullet-shaped phalanges of the 5th finger,10
HP:0010006,Duplication of the proximal phalanx of hand,10
HP:0005472,Orbital craniosynostosis,10
HP:0010053,Abnormality of the distal phalanx of the hallux,10
HP:0012478,Temporomandibular joint ankylosis,10
HP:0002126,Polymicrogyria,10
HP:0000687,Widely spaced teeth,10
HP:0000172,Abnormality of the uvula,10
HP:0032127,Abnormal plasmablast proportion,10
HP:0200005,Abnormal shape of the palpebral fissure,10
HP:0004722,Thickening of the glomerular basement membrane,10
HP:0032955,Renal tubular polyoma virus inclusions,10
HP:0020161,Branch retinal artery occlusion,10
HP:0010362,Curved 3rd toe phalanx,10
HP:0030252,Absence of mature B cells,10
HP:0002853,Increased proportion of HLA DR+ T cells,10
HP:0007204,Diffuse white matter abnormalities,10
HP:0003919,Sclerotic humeral metaphysis with longitudinal striations,10
HP:0012407,Scissor gait,10
HP:0006799,Basal ganglia cysts,10
HP:0011339,Abnormality of upper lip vermillion,10
HP:0100275,Diffuse cerebellar atrophy,10
HP:0100926,Sclerosis of 2nd toe phalanx,10
HP:0006175,Proximal phalangeal periosteal thickening,10
HP:0011064,Abnormal number of incisors,10
HP:0003947,Delayed elbow epiphyseal ossification,10
HP:0006893,Severely dysplastic cerebellum,10
HP:0008477,Poorly ossified cervical vertebrae,10
HP:0010756,Aplasia/Hypoplasia of the premaxilla,10
HP:0011748,Adrenocorticotropic hormone deficiency,10
HP:0012729,Saccular descending thoracic aortic aneurysm,10
HP:0020195,IgG heavy chain paraproteinemia,10
HP:0007655,Eversion of lateral third of lower eyelids,10
HP:0000699,Diastema,10
HP:0010361,Bullet-shaped 3rd toe phalanx,10
HP:0005494,Premature posterior fontanelle closure,10
HP:0008309,Medium chain dicarboxylic aciduria,10
HP:0032824,Neonatal focal tonic seizure,10
HP:0004257,Delayed ossification of the trapezoid bone,10
HP:0100862,Aplasia of the femoral head,10
HP:0032423,Decreased HDL2b concentration,10
HP:0009839,Osteolytic defects of the distal phalanges of the hand,10
HP:0007227,Macrogyria,10
HP:0001970,Tubulointerstitial nephritis,10
HP:0006217,Limited mobility of proximal interphalangeal joint,10
HP:0032606,Renal tubular epithelial lipofuscin,10
HP:0009378,Triangular shaped phalanges of the 5th finger,10
HP:0008640,Congenital macroorchidism,10
HP:0003860,Diaphyseal sclerosis of the upper limbs,10
HP:0045002,Absent ossification of the trapezium,10
HP:0001308,Tongue fasciculations,10
HP:0008278,Cerebellar cortical atrophy,10
HP:0008264,Neutrophil inclusion bodies,10
HP:0009622,Distally placed thumb,10
HP:0030308,Flared distal tibial metaphysis,10
HP:0010042,Aplasia/Hypoplasia of the 4th metacarpal,10
HP:0006316,Irregularly spaced teeth,10
HP:0012886,Hemorrhagic ovarian cyst,10
HP:0032820,Neonatal multifocal clonic seizure,10
HP:0032298,Increased circulating IgG1 level,10
HP:0011193,EEG with focal spikes,10
HP:0009836,Broad distal phalanx of finger,10
HP:0025350,Giant conjunctival papillae,10
HP:0007553,Congenital symmetrical palmoplantar keratosis,10
HP:0100341,Tibial deviation of the 4th toe,10
HP:0006999,Basal ganglia gliosis,10
HP:0010363,Osteolytic defects of the phalanges of the 3rd toe,10
HP:0040295,Duplication of the upper lip,10
HP:0004219,Abnormality of the middle phalanx of the 5th finger,10
HP:0010296,Ankyloglossia,10
HP:0004029,Lytic defects of radial diaphysis,10
HP:0000260,Wide anterior fontanel,10
HP:0002436,Occipital meningocele,10
HP:0006357,Premature loss of permanent teeth,10
HP:0006892,Frontotemporal cerebral atrophy,10
HP:0030241,Hypoplasia of deltoid muscle,10
HP:0009279,Radial deviation of the 4th finger,10
HP:0041239,Fractured manual digit 1 phalanx,10
HP:0009087,Posteriorly placed tongue,10
HP:0010994,Abnormal corpus striatum morphology,10
HP:0005891,Progressive forearm bowing,10
HP:0032421,Decreased HDL2a concentration,10
HP:0430029,Hyperplasia of the premaxilla,10
HP:0025609,Anterior blepharitis,10
HP:0008038,Aplastic/hypoplastic lacrimal glands,10
HP:0005825,Mixed sclerosis of humeral metaphyses,10
HP:0004216,Osteolytic defects of the phalanges of the 5th finger,10
HP:0025012,Status cribrosum,10
HP:0010299,Abnormality of dentin,10
HP:0010052,Abnormal morphology of the proximal phalanx of the hallux,10
HP:0032297,Increased circulating IgG3 level,10
HP:0008823,Hypoplastic inferior pubic rami,10
HP:0001836,Camptodactyly of toe,10
HP:0100343,Tibial deviation of the 3rd toe,10
HP:0009442,Curved phalanges of the 3rd finger,10
HP:0000685,Hypoplasia of teeth,10
HP:0008213,Gonadotropin deficiency,10
HP:0008783,Wide proximal femoral metaphysis,10
HP:0041236,Fractured middle phalanx of manus,10
HP:0200007,Abnormal size of the palpebral fissures,10
HP:0031010,Hyperphalangy of the 3rd finger,10
HP:0005682,Talocalcaneal synostosis,10
HP:0040020,Radial deviation of the 5th finger,10
HP:0010749,Blepharochalasis,10
HP:0000220,Velopharyngeal insufficiency,10
HP:0009623,Proximal placement of thumb,10
HP:0002571,Achalasia,10
HP:0009854,Curved proximal phalanges of the hand,10
HP:0040298,Hyperplasia of the endometrium,10
HP:0010389,Symphalangism affecting the phalanges of the 5th toe,10
HP:0008097,Partial fusion of tarsals,10
HP:0010594,Abnormality of the proximal fibular epiphysis,10
HP:0000212,Gingival overgrowth,10
HP:0002518,Abnormality of the periventricular white matter,10
HP:0010851,EEG with burst suppression,10
HP:0008115,Clinodactyly of the 3rd toe,10
HP:0011192,Polymorphic focal epileptiform discharges,10
HP:0009441,Bullet-shaped phalanges of the 3rd finger,10
HP:0009180,Ulnar deviation of the 5th finger,10
HP:0020163,Cilioretinal artery occlusion,10
HP:0011719,Supracardiac total anomalous pulmonary venous connection,10
HP:0011758,Pituitary acidophilic stem cell adenoma,10
HP:0011223,Metopic depression,10
HP:0032133,Transient decreased circulating total IgG,10
HP:0010746,Hypoplasia of the phalanges of the toes,10
HP:0003948,Irregular epiphyses of the elbow,10
HP:0010590,Abnormality of the distal femoral epiphysis,10
HP:0008835,Multicentric femoral head ossification,10
HP:0045018,Partial duplication of eyebrows,10
HP:0010386,Curved 5th toe phalanx,10
HP:0009793,Presacral teratoma,10
HP:0009850,Triangular shaped middle phalanges of the hand,10
HP:0001476,Delayed closure of the anterior fontanelle,10
HP:0100863,Aplasia of the femoral neck,10
HP:0040024,Clinodactyly of the 3rd finger,10
HP:0008160,3-hydroxydicarboxylic aciduria,10
HP:0002673,Coxa valga,10
HP:0010575,Dysplasia of the femoral head,10
HP:0007007,Cavitation of the basal ganglia,10
HP:0010601,Abnormality of the proximal ulnar epiphysis,10
HP:0004442,Sagittal craniosynostosis,10
HP:0032830,Neonatal seizure with bilateral asymmetric automatism,10
HP:0040018,Clinodactyly of hallux,10
HP:0011200,EEG with generalized polymorphic epileptiform discharges,10
HP:0009537,Flexion contracture of the 2nd finger,10
HP:0032030,Lateral canthal tendon laxity,10
HP:0045075,Sparse eyebrow,10
HP:0000092,Renal tubular atrophy,10
HP:0002055,Curved linear dimple below the lower lip,10
HP:0010393,Abnormality of the middle phalanx of the 5th toe,10
HP:0011802,Hamartoma of tongue,10
HP:0200056,Macular scar,10
HP:0032953,Renal tubular cytomegalovirus inclusions,10
HP:0032293,Monoclonal elevation of IgG heavy chain,10
HP:0007497,Focal friction-related palmoplantar hyperkeratosis,10
HP:0100347,Tibial deviation of the 5th toe,10
HP:0004635,Cervical C5/C6 vertebrae fusion,10
HP:0032428,Increased HDL3a concentration,10
HP:0008111,Broad distal hallux,10
HP:0003779,Antegonial notching of mandible,10
HP:0025274,Ovarian dermoid cyst,10
HP:0006264,Aplasia/Hypoplasia of the 2nd finger,10
HP:0009445,Symphalangism of the 3rd finger,10
HP:0000682,Abnormality of dental enamel,10
HP:0009600,Flexion contracture of thumb,10
HP:0010367,Duplication of phalanx of the 3rd toe,10
HP:0032647,Renal tubular epithelial cell apoptosis,10
HP:0012788,Reticulate pigmentation of oral mucosa,10
HP:0002705,"High, narrow palate",10
HP:0020078,Alaninuria,10
HP:0030737,Altman type I sacrococcygeal teratoma,10
HP:0009998,Complete duplication of phalanx of hand,10
HP:0032034,Upper eyelid laxity,10
HP:0031736,Involutional entropion,10
HP:0032834,Neonatal seizure with unilateral automatism,10
HP:0030318,Angular cheilitis,10
HP:0032433,Decreased HDL3c concentration,10
HP:0009883,Duplication of the distal phalanx of hand,10
HP:0011195,EEG with focal sharp slow waves,10
HP:0007780,Cortical pulverulent cataract,10
HP:0011073,Abnormality of dental color,10
HP:0007020,Progressive spastic paraplegia,10
HP:0011231,Prominent eyelashes,10
HP:0006983,Slowly progressive spastic quadriparesis,10
HP:0030798,Abnormality of the bed nucleus of stria terminalis,10
HP:0010630,Abnormality of metatarsal epiphysis,10
HP:0041080,Abnormal proportion of exhausted T cells,10
HP:0007820,Lacrimal punctal atresia,10
HP:0032137,Decreased circulating IgG3 level,10
HP:0030710,Lipomeningocele,10
HP:0003161,4-Hydroxyphenylpyruvic aciduria,10
HP:0010188,Curved distal toe phalanx,10
HP:0032046,Focal cortical dysplasia,10
HP:0005037,Proximal radio-ulnar synostosis,10
HP:0045007,Abnormal substantia nigra morphology,10
HP:0005583,Tubular basement membrane disintegration,10
HP:0008804,Broad femoral head,10
HP:0030597,Abnormal Humphrey SITA 24-2 perimetry test,10
HP:0041045,Increased neutrophil mitochondria,10
HP:0012473,Tongue atrophy,10
HP:0041150,Fractured cuboid bone,10
HP:0002139,Arrhinencephaly,10
HP:0020132,Thickening of the tubular basement membrane,10
HP:0011801,Enlargement of parotid gland,10
HP:0030628,Foveal subretinal hyporeflective spaces on macular OCT,10
HP:0010327,Flexion contracture of the 2nd toe,10
HP:0031891,Decreased eosinophil count,10
HP:0032817,Neonatal focal myoclonic seizure,10
HP:0410051,Increased level of 3-hydroxy-3-methylglutaric acid in urine,10
HP:0009372,Type A2 brachydactyly,10
HP:0010760,Absent toe,10
HP:0100345,Tibial deviation of the 2nd toe,10
HP:0011645,Dilatation of the sinus of Valsalva,10
HP:0004242,Broad carpal bones,10
HP:0031490,Hemangioma of the lip,10
HP:0003951,Distal humeral metaphyseal irregularity,10
HP:0032138,Decreased circulating IgG4 level,10
HP:0007948,Dense posterior cortical cataract,10
HP:0031120,Bicuspid aortic valve with right-noncoronary cusp fusion,10
HP:0008473,Narrow anterio-posterior vertebral body diameter,10
HP:3000076,Abnormality of lingual tonsil,10
HP:0010187,Bullet-shaped distal toe phalanx,10
HP:0032432,Increased HDL3c concentration,10
HP:0011186,Focal epileptiform discharges with limited propagation to contralateral hemisphere,10
HP:0008449,Progressive cervical vertebral spine fusion,10
HP:0007545,Congenital palmoplantar keratosis,10
HP:0004040,Corner fragments of ulnar metaphysis,10
HP:0004044,Pointed ulnar metaphysis,10
HP:0011094,Overbite,10
HP:0010281,Cleft lower lip,10
HP:0005650,Cutaneous syndactyly between fingers 2 and 5,10
HP:0010328,Polydactyly affecting the 2nd toe,10
HP:0032818,Neonatal focal clonic seizure,10
HP:0002707,Palate telangiectasia,10
HP:0004443,Lambdoidal craniosynostosis,10
HP:0032059,Mild malformation of cortical development,10
HP:0007263,Spinocerebellar atrophy,10
HP:3000051,Abnormal hyoglossus muscle morphology,10
HP:0012120,Methylmalonic aciduria,10
HP:0012000,EEG with generalized spikes,10
HP:0000230,Gingivitis,10
HP:0012234,Agranulocytosis,10
HP:0010048,Aplasia of metacarpal bones,10
HP:0007651,Ectropion of lower eyelids,10
HP:0041055,Fractured humerus,10
HP:0005886,Aphalangy of the hands,10
HP:0004621,Enlarged vertebral pedicles,10
HP:0003976,Constricted radius,10
HP:0500034,Nasolacrimal sac obstruction,10
HP:0010365,Symphalangism affecting the phalanges of the 3rd toe,10
HP:0032292,Monoclonal elevation of IgG light chain,10
HP:0010469,Absent testis,10
HP:0009284,Abnormality of the proximal phalanx of the 4th finger,10
HP:0005190,Proximal finger joint hyperextensibility,10
HP:0010764,Short eyelashes,10
HP:0007421,Telangiectases of the cheeks,10
HP:0030598,Abnormal Humphrey SITA 10-2 perimetry test,10
HP:0010333,Flexion contracture of 3rd toe,10
HP:0045008,Abnormal shape of the radius,10
HP:0000175,Cleft palate,10
HP:0010392,Abnormality of the distal phalanx of the 5th toe,10
HP:0009447,Aplasia/Hypoplasia of the phalanges of the 3rd finger,10
HP:0000347,Micrognathia,10
HP:0010282,Thin lower lip vermilion,10
HP:0005687,Deformed humeral heads,10
HP:0007984,Electronegative electroretinogram,10
HP:0003894,Delayed humeral epiphyseal ossification,10
HP:0010603,Odontogenic keratocysts of the jaw,10
HP:0010370,Abnormality of the proximal phalanx of the 3rd toe,10
HP:0032291,Monoclonal elevation of intact IgG,10
HP:0030301,Abnormality of the anterior commissure,10
HP:0031027,Internal notch of the femoral head,10
HP:0007548,Palmoplantar keratosis with erythema and scale,10
HP:0011197,EEG with focal spike waves,10
HP:0005411,Chronic intestinal candidiasis,10
HP:0004209,Clinodactyly of the 5th finger,10
HP:0010391,Duplication of the phalanges of the 5th toe,10
HP:0008348,Decreased circulating IgG2 level,10
HP:0010196,Bullet-shaped middle toe phalanx,10
HP:0030826,Eyelid fasciculation,10
HP:0009371,Type A1 brachydactyly,10
HP:0000111,Renal juxtaglomerular cell hypertrophy/hyperplasia,10
HP:0100954,Open operculum,10
HP:0030373,Abnormal proportion of memory B cells,10
HP:0005766,Disproportionate shortening of the tibia,10
HP:0004241,Stippled calcification in carpal bones,10
HP:0030738,Altman type II sacrococcygeal teratoma,10
HP:0006379,Proximal tibial hypoplasia,10
HP:0010368,Abnormality of the distal phalanx of the 3rd toe,10
HP:0032648,Tubularization of Bowman capsule,10
HP:0010374,Curved 4th toe phalanx,10
HP:0006156,Ulnar deviation of thumb,10
HP:0032431,Decreased HDL3b concentration,10
HP:0010045,Aplasia/Hypoplasia of the 5th metacarpal,10
HP:0410299,Decreased specific antibody response to polysaccharide vaccine,10
HP:0004614,Spina bifida occulta at S1,10
HP:0005897,Severe generalized osteoporosis,10
HP:0006424,Elongated radius,10
HP:0030484,Supernormal dark-adapted bright flash electroretinogram b-wave,10
HP:0009318,Aplasia/Hypoplasia of the 3rd finger,10
HP:0012082,Cerebellar Purkinje layer atrophy,10
HP:0008457,Caudal interpedicular narrowing,10
HP:0009804,Reduced number of teeth,10
HP:0009939,Mandibular aplasia,10
HP:0030596,Abnormal Humphrey SITA 30-2 perimetry test,10
HP:0008142,Delayed calcaneal ossification,10
HP:0003978,Fractured radius,10
HP:0031761,Infantile constant esotropia,10
HP:0032139,Reduced isohemagglutinin level,10
HP:0040150,Epiblepharon of upper lid,10
HP:0032630,Intratubular light-chain casts,10
HP:0003911,Flared humeral metaphysis,10
HP:0007042,Focal white matter lesions,10
HP:0002227,White eyelashes,10
HP:0032816,Neonatal multifocal myoclonic seizure,10
HP:0007285,Facial palsy secondary to cranial hyperostosis,10
HP:0030599,Abnormal Estermann grid perimetry test,10
HP:0010195,Broad middle phalanges of the toes,10
HP:0010227,Pseudoepiphysis of the 5th metacarpal,10
HP:0010049,Short metacarpal,10
HP:0011188,Focal EEG discharges with secondary generalization,10
HP:0032136,Decreased circulating IgG1 level,10
HP:0032634,Intratubular myoglobin cast,10
HP:0010509,Aplasia of the tarsal bones,10
HP:0010743,Short metatarsal,10
HP:0006479,Abnormality of the dental pulp,10
HP:0002506,Diffuse cerebral atrophy,10
HP:0100921,Sclerosis of 5th finger phalanx,10
HP:0012692,Focal T2 hyperintense thalamic lesion,10
HP:0004035,Abnormality of the styloid process of ulna,10
HP:0031722,Near esotropia,10
HP:0007530,Punctate palmoplantar hyperkeratosis,10
HP:0030068,Olfactory esthesioneuroblastoma,10
HP:0032602,Prominent nucleoli of renal tubular epithelial cells,10
HP:0004172,Abnormality of the middle phalanx of the 3rd finger,10
HP:0010383,Aplasia/Hypoplasia of the phalanges of the 5th toe,10
HP:0032819,Neonatal bilateral clonic seizure,10
HP:0006768,Localized neuroblastoma,10
HP:0031674,Antidromic atrioventricular reentrant tachycardia,10
HP:0007517,Palmoplantar cutis laxa,10
HP:0041189,Fractured epiphysis of femur,10
HP:0100789,Torus palatinus,10
HP:0010366,Triangular shaped phalanges of the 3rd toe,10
HP:0006147,Progressive fusion 2nd-5th pip joints,10
HP:0012691,Focal T2 hypointense thalamic lesion,10
HP:0005768,2-4 toe cutaneous syndactyly,10
HP:0012762,Cerebral white matter atrophy,10
HP:0010204,Broad proximal phalanx of toe,10
HP:0000625,Eyelid coloboma,10
HP:0005844,Rounded middle phalanx of finger,10
HP:0031737,Cicatricial entropion,10
HP:0008829,Delayed femoral head ossification,10
HP:0010752,Cleft mandible,10
HP:0032601,Multinucleation of renal tubular epithelial cells,10
HP:0002834,Flared femoral metaphysis,10
HP:0009985,Duplication of phalanx of 5th finger,10
HP:0008484,Thoracolumbar interpediculate narrowness,10
HP:0010198,Osteolytic defects of the middle phalanges of the toes,10
HP:0000179,Thick lower lip vermilion,10
HP:0004023,Sloping radial metaphysis,10
HP:0032300,Increased circulating IgG4 level,10
HP:0009319,Joint contracture of the 3rd finger,10
HP:0009358,Abnormality of the proximal phalanx of the 3rd finger,10
HP:0031523,Salivary gland oncocytoma,10
HP:0011978,Elevated urinary vanillylmandelic acid,10
HP:0010369,Abnormality of the middle phalanx of the 3rd toe,10
HP:0041228,Fractured distal tarsal bone 3,10
HP:0032960,Intratubular calcium phosphate casts,10
HP:0006253,Swelling of proximal interphalangeal joints,10
HP:0031394,Abnormal CD4:CD8 ratio,10
HP:0010200,Symphalangism affecting the middle phalanges of the toes,10
HP:0006088,1-5 finger complete cutaneous syndactyly,10
HP:0000691,Microdontia,10
HP:0031762,Distance esotropia,10
HP:0500057,Retinopathy of prematurity stage 5a,10
HP:0030033,Small finger,10
HP:0001092,Absent lacrimal punctum,10
HP:0030739,Altman type III sacrococcygeal teratoma,10
HP:0000670,Carious teeth,10
HP:0012674,Aplasia of the lower vagina,10
HP:0100346,Fibular deviation of the 5th toe,10
HP:0008826,Dislocation of the femoral head,10
HP:0000349,Widow's peak,10
HP:0011690,Permanent junctional reciprocating tachycardia,10
HP:0031373,Stiff tongue,10
HP:0031738,Mechanical entropion,10
HP:0005767,1-2 toe complete cutaneous syndactyly,10
HP:0004260,Large hamate bone,10
HP:0006442,Hypoplasia of proximal fibula,10
HP:0005096,Distal femoral bowing,10
HP:0031562,Balanced double aortic arch,10
HP:0100248,Hemiballismus,10
HP:0010382,Abnormality of the proximal phalanx of the 4th toe,10
HP:0041046,Increased neutrophil ribosomes,10
HP:0007590,Aplasia cutis congenita over posterior parietal area,10
HP:0032603,Renal tubular epithelial cell simplification,10
HP:0011505,Cystoid macular edema,10
HP:0011199,EEG with generalized sharp slow waves,10
HP:0000346,Whistling appearance,10
HP:0004821,Hypersegmentation of neutrophil nuclei,10
HP:0000537,Epicanthus inversus,10
HP:0012789,Hypoplasia of the calcaneus,10
HP:0020079,Beta-alaninuria,10
HP:0004021,Lytic defects of radial metaphysis,10
HP:0009999,Partial duplication of the phalanx of hand,10
HP:0010225,Pseudoepiphysis of the 4th metacarpal,10
HP:0011080,Abnormality of premolar morphology,10
HP:0031786,Cogan lid twitch,10
HP:0002135,Basal ganglia calcification,10
HP:0500058,Retinopathy of prematurity stage 5b,10
HP:0000216,Broad secondary alveolar ridge,10
HP:0011977,Elevated urinary homovanillic acid,10
HP:0500047,Nasolacrimal sac lymphoma,10
HP:0011720,Cardiac total anomalous pulmonary venous connection,10
HP:0001831,Short toe,10
HP:0041227,Fractured distal tarsal bone 2,10
HP:0011196,EEG with focal sharp waves,10
HP:0032325,Lacunar stroke,10
HP:0007879,Allergic conjunctivitis,10
HP:0030031,Small toe,10
HP:0007717,Chronic irritative conjunctivitis,10
HP:0032429,Decreased HDL3a concentration,10
HP:0009357,Abnormality of the distal phalanx of the 3rd finger,10
HP:0010197,Curved middle toe phalanx,10
HP:0001273,Abnormal corpus callosum morphology,10
