HPO_ID,Description,Depth,Remarks
HP:0010889,Morbus Kienboeck,9,Definition
HP:0030438,Anal canal squamous cell carcinoma,9,Definition
HP:0025241,Flame-shaped retinal hemorrhage,9,Definition
HP:0005466,Hypoplasia of the frontal bone,9,Definition
HP:0011528,Solitary congenital hypertrophy of retinal pigment epithelium,9,Definition
HP:0031973,Increased vertical cup-to-disc ratio,9,Definition
HP:0010729,Cherry red spot of the macula,9,Definition
HP:0005136,Mitral annular calcification,9,Definition
HP:0003532,Ornithinuria,9,Definition
HP:0012436,Nonocclusive coronary artery atherosclerosis,9,Definition
HP:0007561,Telangiectases in sun-exposed and nonexposed skin,9,Definition
HP:0003885,Undermodeled humerus,9,Definition
HP:0032241,Cervical neoplasm,9,Definition
HP:0031918,Ovarian sex cord-stromal tumor,9,Definition
HP:0008660,Renotubular dysgenesis,9,Definition
HP:0032888,Focal impaired awareness cognitive seizure with forced thinking,9,Definition
HP:0000052,"Urethral atresia, male",9,Definition
HP:0033022,Chronic decreased circulating IgE,9,Definition
HP:0003844,Small epiphyses of the upper limbs,9,Definition
HP:0011836,Delayed talus ossification,9,Definition
HP:0030679,Ash-leaf spot,9,Definition
HP:0007457,Prominent veins on trunk,9,Definition
HP:0006960,Choroid plexus calcification,9,Definition
HP:0006649,Costochondral pain,9,Definition
HP:0005924,Abnormality of the epiphyses of the hand,9,Definition
HP:0500050,Retinopathy of prematurity stage 1,9,Definition
HP:0011614,Interrupted aortic arch type C,9,Definition
HP:0030125,Sacralization of the fifth lumbar vertebra,9,Definition
HP:0011311,Sydney crease,9,Definition
HP:0031363,Palpable purpura,9,Definition
HP:0006964,Cerebral cortical neurodegeneration,9,Definition
HP:0011206,EEG with generalized slow activity grade 1,9,Definition
HP:0030545,Unaided visual acuity 1.0 LogMAR,9,Definition
HP:0003840,Delayed upper limb epiphyseal ossification,9,Definition
HP:0010173,Aplasia/Hypoplasia of the phalanges of the toes,9,Definition
HP:0032480,Beta-aminoisobutyric aciduria,9,Definition
HP:0041061,Fractured calcaneus,9,Definition
HP:0006166,Tubular metacarpal bones,9,Definition
HP:0001049,Absent dorsal skin creases over affected joints,9,Definition
HP:0430007,Symblepharon,9,Definition
HP:0006851,Symmetric spinal nerve root neurofibromas,9,Definition
HP:0032761,Focal aware autonomic seizure with pallor/flushing,9,Definition
HP:0003881,Humeral sclerosis,9,Definition
HP:0000139,Uterine prolapse,9,Definition
HP:0009890,High anterior hairline,9,Definition
HP:0008672,Calcium oxalate nephrolithiasis,9,Definition
HP:0007313,Cerebral degeneration,9,Definition
HP:0005852,Limited elbow extension and supination,9,Definition
HP:0100760,Clubbing of toes,9,Definition
HP:0012858,Decreased scrotal rugation,9,Definition
HP:0004237,Large carpal bones,9,Definition
HP:0010068,Broad first metatarsal,9,Definition
HP:0000907,Anterior rib cupping,9,Definition
HP:0011668,Bilateral superior vena cava with no bridging vein,9,Definition
HP:0011674,Cardiac teratoma,9,Definition
HP:0003923,Square humeral metaphysis,9,Definition
HP:0030953,Conjunctival hyperemia,9,Definition
HP:0005556,Abnormality of the metopic suture,9,Definition
HP:0003989,Notched ulna,9,Definition
HP:0030293,Fibular metaphyseal irregularity,9,Definition
HP:0010177,Osteolytic defects of the phalanges of the toes,9,Definition
HP:0007793,Granular macular appearance,9,Definition
HP:0009072,Decreased Achilles reflex,9,Definition
HP:0030509,Retinal racemose hemangioma,9,Definition
HP:0031055,Abnormal branching pattern of left aortic arch,9,Definition
HP:0032628,Renal intratubular crystals,9,Definition
HP:0032419,Abnormal HDL2a concentration,9,Definition
HP:0031713,Constant exotropia,9,Definition
HP:0010554,Cutaneous finger syndactyly,9,Definition
HP:0012482,Frontal venous angioma,9,Definition
HP:0011284,Short-segment aganglionic megacolon,9,Definition
HP:0001137,Alternating esotropia,9,Definition
HP:0006571,Reduced number of intrahepatic bile ducts,9,Definition
HP:0032710,Focal aware cognitive seizure with receptive dysphasia/aphasia,9,Definition
HP:0031136,Decreased acrosin in sperm head,9,Definition
HP:0012226,Ovarian teratoma,9,Definition
HP:0000136,Bifid uterus,9,Definition
HP:0032923,Focal impaired awareness vocal automatism seizure,9,Definition
HP:0002599,Head titubation,9,Definition
HP:0006440,Increased density of long bone diaphyses,9,Definition
HP:0030001,Lagopthalmos,9,Definition
HP:0100281,Chronic colitis,9,Definition
HP:0032798,Focal impaired awareness cognitive seizure with neglect,9,Definition
HP:0000327,Hypoplasia of the maxilla,9,Definition
HP:0031560,Coronary cameral fistula,9,Definition
HP:0430011,Defect of palpebral conjunctiva,9,Definition
HP:0030541,Unaided visual acuity 0.6 LogMAR,9,Definition
HP:0025631,Alpha-aminobutyric aciduria,9,Definition
HP:0030195,Fatigable weakness of swallowing muscles,9,Definition
HP:0004757,Paroxysmal atrial fibrillation,9,Definition
HP:0025522,Elongated chordae tendinae of the mitral valve,9,Definition
HP:0025448,Anterior displacement of the papillary muscles,9,Definition
HP:0002868,Narrow iliac wings,9,Definition
HP:0032589,Renal lymphocytic tubulitis,9,Definition
HP:0041230,Fractured metatarsal bone of digit 4,9,Definition
HP:0004606,Unossified vertebral bodies,9,Definition
HP:0005605,Large cafe-au-lait macules with irregular margins,9,Definition
HP:0011151,Atypical absence status epilepticus,9,Definition
HP:0011670,Left superior vena cava draining to coronary sinus,9,Definition
HP:0100282,Acute colitis,9,Definition
HP:0004605,Absent vertebral body mineralization,9,Definition
HP:0005104,Hypoplastic nasal septum,9,Definition
HP:0032799,Focal impaired awareness hemiclonic seizure,9,Definition
HP:0008817,Aplastic pubic bones,9,Definition
HP:0011754,Pituicytoma,9,Definition
HP:0012003,Affective auras,9,Definition
HP:0000233,Thin vermilion border,9,Definition
HP:0032750,Focal impaired awareness emotional seizure with laughing,9,Definition
HP:0008468,Abnormal sacral segmentation,9,Definition
HP:0031645,Saccular abdominal aortic aneurysm,9,Definition
HP:0012493,Middle cerebral artery stenosis,9,Definition
HP:0000059,Hypoplastic labia majora,9,Definition
HP:0002869,Flared iliac wings,9,Definition
HP:0001187,Hyperextensibility of the finger joints,9,Definition
HP:0040218,Reduced natural killer cell count,9,Definition
HP:0000228,Oral cavity telangiectasia,9,Definition
HP:0011667,Bilateral superior vena cava with bridging vein,9,Definition
HP:0003985,Exostoses of the ulna,9,Definition
HP:0030542,Unaided visual acuity 0.7 LogMAR,9,Definition
HP:0007992,Lattice retinal degeneration,9,Definition
HP:0005181,Premature coronary artery atherosclerosis,9,Definition
HP:0007406,Hyperpigmentation of eyelids,9,Definition
HP:0011625,Multiple muscular ventricular septal defects,9,Definition
HP:0006608,Midclavicular hypoplasia,9,Definition
HP:0030616,Foveal retinal pigment epithelial loss on macular OCT,9,Definition
HP:0003882,Slender humerus,9,Definition
HP:0008368,Tarsal synostosis,9,Definition
HP:0100618,Leydig cell neoplasia,9,Definition
HP:0003535,3-Methylglutaconic aciduria,9,Definition
HP:0001830,Postaxial foot polydactyly,9,Definition
HP:0004812,B Acute Lymphoblastic Leukemia,9,Definition
HP:0000269,Prominent occiput,9,Definition
HP:0010294,Palate fistula,9,Definition
HP:0003986,Exostoses of the radius,9,Definition
HP:0011795,Intralobar nephroblastomatosis,9,Definition
HP:0012512,Diffuse optic disc pallor,9,Definition
HP:0005746,Osteosclerosis of the base of the skull,9,Definition
HP:0031304,Iliac arterial calcification,9,Definition
HP:0032081,Intralamellar mucoid extracellular matrix accumulation,9,Definition
HP:0030198,Fatigable weakness of distal limb muscles,9,Definition
HP:0030200,Fatiguable weakness of proximal limb muscles,9,Definition
HP:0012617,Erythrocyte cylindruria,9,Definition
HP:0010028,Bullet-shaped 1st metacarpal,9,Definition
HP:0011589,Common origin of the right brachiocephalic artery and left common carotid artery,9,Definition
HP:0011963,Pretesticular azoospermia,9,Definition
HP:0012367,Extra fontanelles,9,Definition
HP:0006994,Diffuse leukoencephalopathy,9,Definition
HP:0010033,Triangular shaped 1st metacarpal,9,Definition
HP:0003762,Uterus didelphys,9,Definition
HP:0040259,Aplastic nasopharyngeal adenoids,9,Definition
HP:0003179,Protrusio acetabuli,9,Definition
HP:0004580,Anterior scalloping of vertebral bodies,9,Definition
HP:0001094,Iridocyclitis,9,Definition
HP:0031281,Sialadenitis,9,Definition
HP:0031711,Asymmetric abdominal aortic aneurysm,9,Definition
HP:0011763,Pituitary carcinoma,9,Definition
HP:0003914,Irregular ossification of humeral metaphyses,9,Definition
HP:0020147,2-Methylbutyryl glycinuria,9,Definition
HP:0032797,Focal aware sensory seizure with olfactory features,9,Definition
HP:0030493,Abnormality of foveal pigmentation,9,Definition
HP:0006236,Slender metacarpals,9,Definition
HP:0006499,Abnormality of femoral epiphysis,9,Definition
HP:0032561,Microcephalic sperm head,9,Definition
HP:0010626,Anterior pituitary agenesis,9,Definition
HP:0031048,Light-chain paraproteinemia,9,Definition
HP:0032921,Focal impaired awareness pedal automatism seizure,9,Definition
HP:0001003,Multiple lentigines,9,Definition
HP:0010750,Dermatochalasis,9,Definition
HP:0003153,Cystathioninuria,9,Definition
HP:0031365,Macular purpura,9,Definition
HP:0030543,Unaided visual acuity 0.8 LogMAR,9,Definition
HP:0003301,Irregular vertebral endplates,9,Definition
HP:0004945,Extracranial internal carotid artery dissection,9,Definition
HP:0030579,Pinhole visual acuity 1.1 LogMAR,9,Definition
HP:0031778,Incyclophoria,9,Definition
HP:0005009,Dumbbell-shaped humerus,9,Definition
HP:0006573,Acute hepatic steatosis,9,Definition
HP:0100575,Neoplasm of the gallbladder,9,Definition
HP:0005756,Neonatal epiphyseal stippling,9,Definition
HP:0410309,Alpha-aminoadipic aciduria,9,Definition
HP:0032882,Focal impaired awareness cognitive seizure with deja vu/jamais vu,9,Definition
HP:0003448,Decreased sensory nerve conduction velocity,9,Definition
HP:0007504,Diffuse slow skin atrophy,9,Definition
HP:0007479,Congenital nonbullous ichthyosiform erythroderma,9,Definition
HP:0002472,Small cerebral cortex,9,Definition
HP:0004235,Comma-shaped carpal bones,9,Definition
HP:0032829,Neonatal electro-clinical motor seizure with automatism,9,Definition
HP:0032883,Focal aware cognitive seizure with deja vu/jamais vu,9,Definition
HP:0009465,Ulnar deviation of finger,9,Definition
HP:0032562,Tapered sperm head,9,Definition
HP:0005450,Calvarial osteosclerosis,9,Definition
HP:0000656,Ectropion,9,Definition
HP:0002539,Cortical dysplasia,9,Definition
HP:0007621,Telangiectasia of extensor surfaces,9,Definition
HP:0032738,Focal aware emotional seizure with fear/anxiety/panic,9,Definition
HP:0003995,Abnormality of the radial head,9,Definition
HP:0006715,Glomus tympanicum paraganglioma,9,Definition
HP:0032922,Focal impaired awareness perseverative automatism seizure,9,Definition
HP:0025318,Ovarian carcinoma,9,Definition
HP:0031913,Rhombencephalosynapsis,9,Definition
HP:0011961,Non-obstructive azoospermia,9,Definition
HP:0031880,Eyelid laxity,9,Definition
HP:0000913,Posterior rib fusion,9,Definition
HP:0031857,Ineffective esophageal peristalsis,9,Definition
HP:0009834,Abnormal proximal phalanx morphology of the hand,9,Definition
HP:0004557,Anterior vertebral fusion,9,Definition
HP:0002893,Pituitary adenoma,9,Definition
HP:0410220,Increased anti-dairy protein IgE antibody level,9,Definition
HP:0031672,Reverse typical atrial flutter,9,Definition
HP:0000187,Broad alveolar ridges,9,Definition
HP:0430008,Accessory eyelid,9,Definition
HP:0030706,Ranula,9,Definition
HP:0032869,Focal non-convulsive status epilepticus without impairment of consciousness,9,Definition
HP:0002544,Retrocollis,9,Definition
HP:0032735,Focal aware emotional seizure with anger,9,Definition
HP:0003910,Enlarged humeral metaphyses,9,Definition
HP:0011797,Papillary renal cell carcinoma type 1,9,Definition
HP:0006790,Cerebral cortex with spongiform changes,9,Definition
HP:0003883,Tapered humerus,9,Definition
HP:0007206,Hemimegalencephaly,9,Definition
HP:0008511,Central posterior corneal opacity,9,Definition
HP:0030576,Pinhole visual acuity 0.8 LogMAR,9,Definition
HP:0010070,Curved 1st metatarsal,9,Definition
HP:0004558,Cervical platyspondyly,9,Definition
HP:0001491,Congenital fibrosis of extraocular muscles,9,Definition
HP:0000920,Enlargement of the costochondral junction,9,Definition
HP:0012511,Temporal optic disc pallor,9,Definition
HP:0032082,Translamellar mucoid extracellular matrix accumulation,9,Definition
HP:0041164,Fractured talus,9,Definition
HP:0031920,Malignant ovarian granulosa cell tumor,9,Definition
HP:0007360,Aplasia/Hypoplasia of the cerebellum,9,Definition
HP:0006771,Duodenal adenocarcinoma,9,Definition
HP:0030233,Bethlem sign,9,Definition
HP:0032334,Oligoclonal elevation of circulating IgA,9,Definition
HP:0009468,Deviation of the 2nd finger,9,Definition
HP:0011962,Obstructive azoospermia,9,Definition
HP:0010754,Abnormality of the temporomandibular joint,9,Definition
HP:0010175,Bullet-shaped toe phalanx,9,Definition
HP:0040303,Decreased serum iron,9,Definition
HP:0010112,Mesoaxial foot polydactyly,9,Definition
HP:0007733,Laterally curved eyebrow,9,Definition
HP:0001741,Phimosis,9,Definition
HP:0010067,Aplasia/hypoplasia of the 1st metatarsal,9,Definition
HP:0009779,3-4 toe syndactyly,9,Definition
HP:0030741,Mediastinal teratoma,9,Definition
HP:0004238,Lytic defects of carpal bones,9,Definition
HP:0006501,Aplasia/Hypoplasia of the radius,9,Definition
HP:0100924,Sclerosis of toe phalanx,9,Definition
HP:0001233,2-3 finger syndactyly,9,Definition
HP:0012778,Retinal astrocytic hamartoma,9,Definition
HP:0010629,Abnormal morphology of the cortex of the humerus,9,Definition
HP:0030071,Medulloepithelioma,9,Definition
HP:0008482,Asymmetry of spinal facet joints,9,Definition
HP:0030292,Tibial metaphyseal irregularity,9,Definition
HP:0003922,Spurred humeral metaphysis,9,Definition
HP:0030871,Facet joint arthrosis,9,Definition
HP:0012857,Increased scrotal rugation,9,Definition
HP:0020036,Upper limb dysmetria,9,Definition
HP:0031760,Non-accomodative esotropia,9,Definition
HP:0012905,Euryblepharon,9,Definition
HP:0000670,Cariosity of teeth,10,Synonym
HP:0001092,Absent lacrimal gland puncta,10,Synonym
HP:0001092,Absent lacrimal openings,10,Synonym
HP:0001092,Absent lacrimal puncta,10,Synonym
HP:0001092,Agenesis of the lacrimal punctum,10,Synonym
HP:0001092,Aplasia of lacrimal puncta,10,Synonym
HP:0001092,Lacrimal puncta aplasia,10,Synonym
HP:0001092,"Lacrimal punctum, absence",10,Synonym
HP:0000670,Caries,10,Synonym
HP:0000670,Dental caries,10,Synonym
HP:0000349,Hairline peak,10,Synonym
HP:0000670,Dental decay,10,Synonym
HP:0000670,Early dental caries,10,Synonym
HP:0000670,Frequent caries,10,Synonym
HP:0000670,Rotting teeth,10,Synonym
HP:0000670,Tooth cavities,10,Synonym
HP:0000670,Tooth decay,10,Synonym
HP:0012674,Absent lower vagina,10,Synonym
HP:0012674,Agenesis of the lower vagina,10,Synonym
HP:0008826,Dislocated femoral heads,10,Synonym
HP:0008826,Dislocated head of thigh bone,10,Synonym
HP:0030033,Small finger,10,Synonym
HP:0000670,Dental cavities,10,Synonym
HP:0500057,ROP stage 5a,10,Synonym
HP:0008484,Narrow thoracolumbar interpediculate distance,10,Synonym
HP:0000691,Small tooth,10,Synonym
HP:0009985,Partial/complete duplication of pinky finger bone,10,Synonym
HP:0000349,Hairline point,10,Synonym
HP:0000179,Full lower lip,10,Synonym
HP:0000179,Full lower lip vermilion,10,Synonym
HP:0000179,Increased height of lower lip vermilion,10,Synonym
HP:0000179,Increased volume of lower lip,10,Synonym
HP:0000179,Increased volume of lower lip vermilion,10,Synonym
HP:0000179,Plump lower lip,10,Synonym
HP:0000179,Prominent lower lip,10,Synonym
HP:0000179,Prominent lower lip vermilion,10,Synonym
HP:0000179,Thick lower lip,10,Synonym
HP:0000179,Thick red part of the lower lip,10,Synonym
HP:0031762,Divergence insufficiency,10,Synonym
HP:0000179,Thick vermilion border of lower lip,10,Synonym
HP:0009358,Abnormal innermost bone of middle finger,10,Synonym
HP:0009358,Abnormality of proximal middle-finger phalanx,10,Synonym
HP:0031523,Parotid oncocytoma,10,Synonym
HP:0011978,Increased urinary vanillylmandelic acid,10,Synonym
HP:0010369,Abnormality of the middle bone of 3rd toe,10,Synonym
HP:0041228,bone distal tarsal bone 3,10,Synonym
HP:0006253,Swelling of innermost hinge joints,10,Synonym
HP:0010200,Fused middle bones of toes,10,Synonym
HP:0000691,Decreased size of tooth,10,Synonym
HP:0000691,Decreased width of tooth,10,Synonym
HP:0000691,Hypotrophic tooth,10,Synonym
HP:0000691,Small teeth,10,Synonym
HP:0009319,Camptodactyly of middle finger,10,Synonym
HP:0000349,Pointed frontal hairline,10,Synonym
HP:0002135,Basal ganglion calcification,10,Synonym
HP:0000349,V-shaped frontal hairline,10,Synonym
HP:0011720,"Total anomalous pulmonary venous connection, intracardiac",10,Synonym
HP:0011720,Type 2 total anomalous pulmonary venous connection,10,Synonym
HP:0001831,Brachydactyly of the foot,10,Synonym
HP:0001831,Hypoplasia of the toe,10,Synonym
HP:0001831,Hypoplastic toes,10,Synonym
HP:0001831,Short foot phalanges,10,Synonym
HP:0001831,Short toe,10,Synonym
HP:0001831,Short toes,10,Synonym
HP:0001831,Stubby toes,10,Synonym
HP:0041227,bone distal tarsal bone 2,10,Synonym
HP:0030031,Small toe,10,Synonym
HP:0009357,Abnormality of terminal phalanx of middle-finger,10,Synonym
HP:0009357,Abnormality of the outermost bone of the 3rd finger,10,Synonym
HP:0010197,Curved middle bones of the toes,10,Synonym
HP:0010197,Curved middle phalanges of the toes,10,Synonym
HP:0001273,Abnormal corpus callosum,10,Synonym
HP:0001273,Abnormality of the corpus callosum,10,Synonym
HP:0001273,Corpus callosum abnormality,10,Synonym
HP:0003905,Abnormality of arm long bone growth plate,10,Synonym
HP:0008665,Clitoral enlargement,10,Synonym
HP:0008665,Clitoromegaly,10,Synonym
HP:0008665,Enlarged clitoris,10,Synonym
HP:0008665,Hypertrophic clitoris,10,Synonym
HP:0009985,Partial/complete duplication of pinkie finger bone,10,Synonym
HP:0008665,Prominent clitoris,10,Synonym
HP:0011720,Cardiac total anomalous pulmonary venous connexion,10,Synonym
HP:0000349,Pointed hairline at front of head,10,Synonym
HP:0011977,Increased urinary homovanillic acid,10,Synonym
HP:0500058,ROP stage 5b,10,Synonym
HP:0000349,Widow's peak,10,Synonym
HP:0031373,Tongue stiffness,10,Synonym
HP:0004260,Large unciform bone,10,Synonym
HP:0006442,Small innermost upper end of calf bone,10,Synonym
HP:0006442,Underdeveloped innermost upper end of calf bone,10,Synonym
HP:0100248,Ballismus,10,Synonym
HP:0010382,Abnormal innermost 4th toe bone,10,Synonym
HP:0011505,Cystoid macular oedema,10,Synonym
HP:0011199,EEG with generalised sharp slow waves,10,Synonym
HP:0000346,Whistling appearance,10,Synonym
HP:0000346,Whistling facial appearance,10,Synonym
HP:0004821,Hypermature neutrophils,10,Synonym
HP:0004821,Hypersegmentation of neutrophil nuclei in peripheral blood,10,Synonym
HP:0012789,Hypoplastic calcaneus,10,Synonym
HP:0012789,Small heel bone,10,Synonym
HP:0012789,Underdeveloped heel bone,10,Synonym
HP:0009999,Partial duplication of hand bones,10,Synonym
HP:0011080,Abnormality of bicuspid morphology,10,Synonym
HP:0011080,Abnormality of shape of bicuspid,10,Synonym
HP:0011080,Abnormality of shape of premolar,10,Synonym
HP:0031786,Cogan eyelid twitch,10,Synonym
HP:0031786,Eyelid twitch,10,Synonym
HP:0031786,Lid twitch,10,Synonym
HP:0002135,Basal ganglia calcifications,10,Synonym
HP:0002135,Calcification of the basal ganglia,10,Synonym
HP:0000216,Secondary alveolar ridges,10,Synonym
HP:0009985,Partial/complete duplication of phalanges of the 5th finger,10,Synonym
HP:0010049,Short metacarpals,10,Synonym
HP:0002834,Flared metaphysis of thigh bone,10,Synonym
HP:0009939,Absence of mandible,10,Synonym
HP:0009939,Absent mandible,10,Synonym
HP:0009939,Agenesis of the mandible,10,Synonym
HP:0009939,Agnathia,10,Synonym
HP:0009939,Aplasia of the lower jaw bone,10,Synonym
HP:0009939,Failure of development of lower jaw,10,Synonym
HP:0009939,Failure of development of mandible,10,Synonym
HP:0009939,Missing lower jaw,10,Synonym
HP:0008142,Delayed heel bone maturation,10,Synonym
HP:0031761,Infantile (constant) esotropia,10,Synonym
HP:0032139,Decreased natural antibody to blood group agents,10,Synonym
HP:0009939,Absence of lower jaw bones,10,Synonym
HP:0032139,Partial absence of isohemagglutinins,10,Synonym
HP:0003911,Flared wide portion of long bone of upper arm,10,Synonym
HP:0003911,Wide/broad humeral metaphysis,10,Synonym
HP:0002227,Blonde eyelashes,10,Synonym
HP:0002227,Depigmented eyelashes,10,Synonym
HP:0002227,Grey eyelashes,10,Synonym
HP:0002227,Pale eyelashes,10,Synonym
HP:0002227,White eyelashes,10,Synonym
HP:0007285,Facial palsy caused by enlargement of cranial bones,10,Synonym
HP:0007285,Facial palsy caused by excessive growth of facial bones,10,Synonym
HP:0007285,Facial palsy caused by overgrowth of cranial bones,10,Synonym
HP:0007285,Facial palsy secondary to hypertrophy of cranial bones,10,Synonym
HP:0003911,Flared humerus,10,Synonym
HP:0009939,Absence of lower jaw bone,10,Synonym
HP:0009939,Absence of lower jaw,10,Synonym
HP:0009804,Tooth agenesis,10,Synonym
HP:0030826,Muscle twitches in eyelid,10,Synonym
HP:0030826,Twitching around eyes,10,Synonym
HP:0005766,Disproportionate shortening of the shankbone,10,Synonym
HP:0005766,Disproportionate shortening of the shinbone,10,Synonym
HP:0005766,Marked shortening of tibia,10,Synonym
HP:0004241,Punctate calcifications of carpals,10,Synonym
HP:0006379,Proximal tibial hypopolasia,10,Synonym
HP:0010368,Abnormality of the outermost bone of the 3rd toe,10,Synonym
HP:0010374,Curved bones of 4th toe,10,Synonym
HP:0010374,Curved phalanges of the 4th toe,10,Synonym
HP:0006156,Curved thumb deviated towards palm,10,Synonym
HP:0006156,Ulnar deviation of the 1st finger,10,Synonym
HP:0010045,Absent/small 5th long bone of hand,10,Synonym
HP:0010045,Absent/underdeveloped 5th long bone of hand,10,Synonym
HP:0005897,Severe generalised osteoporosis,10,Synonym
HP:0005897,"Severe, generalized osteoporosis",10,Synonym
HP:0009318,Absent/small middle finger,10,Synonym
HP:0009318,Absent/underdeveloped middle finger,10,Synonym
HP:0008457,Caudal narrowing of interpedicular distances,10,Synonym
HP:0009804,Decreased number of teeth,10,Synonym
HP:0009804,Decreased tooth count,10,Synonym
HP:0009804,Failure of development of some teeth,10,Synonym
HP:0009804,Fewer teeth than normal,10,Synonym
HP:0009804,Missing some teeth,10,Synonym
HP:0009804,Reduced number of teeth,10,Synonym
HP:0010195,Broad middle bones of the toes,10,Synonym
HP:0010049,Brachymetacarpalia,10,Synonym
HP:0010049,Hypoplastic metacarpal,10,Synonym
HP:0010049,Metacarpal hypoplasia,10,Synonym
HP:0031674,Antidromic AVRT,10,Synonym
HP:0007517,Excessive wrinkled skin of palms and soles,10,Synonym
HP:0007517,Furrowed palms and soles,10,Synonym
HP:0007517,Increased wrinkles of palms and soles,10,Synonym
HP:0007517,Wrinkled palms and soles,10,Synonym
HP:0007517,Wrinkled skin of hands and feet,10,Synonym
HP:0041189,bone epiphysis of femur,10,Synonym
HP:0100789,Maxillary torus,10,Synonym
HP:0100789,Palatal tori,10,Synonym
HP:0100789,Palatal torus,10,Synonym
HP:0100789,Palate exostoses,10,Synonym
HP:0100789,Prominent midpalatal ridge,10,Synonym
HP:0010366,Triangular shaped 3rd toe bones,10,Synonym
HP:0005768,"Soft tissue syndactyly of toes 2, 3, and 4",10,Synonym
HP:0005768,"Webbed 2nd, 3rd and 4th toes",10,Synonym
HP:0005768,"Webbed second, third and fourth toes",10,Synonym
HP:0010204,Broad innermost toe bone,10,Synonym
HP:0000625,Cleft eyelid,10,Synonym
HP:0000625,Eyelid coloboma,10,Synonym
HP:0000625,Full thickness defect of the eyelid,10,Synonym
HP:0000625,Notched eyelid,10,Synonym
HP:0005844,Rounded middle bone of finger,10,Synonym
HP:0008829,Delayed maturation of the head of the thigh bone,10,Synonym
HP:0010752,Cleft lower jaw,10,Synonym
HP:0010752,Mandibular cleft,10,Synonym
HP:0006768,Localised neuroblastoma,10,Synonym
HP:0009985,Partial/complete duplication of little finger bone,10,Synonym
HP:0010383,Absent/underdeveloped pinky toe bones,10,Synonym
HP:0010383,Absent/small pinkie toe bones,10,Synonym
HP:0010049,Short metacarpal bones,10,Synonym
HP:0010049,Shortened long bone of hand,10,Synonym
HP:0010049,Shortened long bones of hand,10,Synonym
HP:0010049,Shortened metacarpals,10,Synonym
HP:0010049,Shortening of metacarpals,10,Synonym
HP:0011188,Focal EEG discharges with secondary generalisation,10,Synonym
HP:0032136,Decreased IgG1 level in blood,10,Synonym
HP:0010509,Absent ankle bone,10,Synonym
HP:0010509,Absent tarsals,10,Synonym
HP:0010743,Hypoplasia of the metatarsal bones,10,Synonym
HP:0010743,Hypoplastic metatarsals,10,Synonym
HP:0010743,Short long bone of foot,10,Synonym
HP:0010743,Short metatarsal bone,10,Synonym
HP:0010743,Short metatarsal bones,10,Synonym
HP:0010743,Short metatarsals,10,Synonym
HP:0010743,Shortened metatarsals,10,Synonym
HP:0006479,Abnormality of tooth pulp,10,Synonym
HP:0006479,Endodontic abnormality,10,Synonym
HP:0002506,"Cerebral atrophy, diffuse",10,Synonym
HP:0100921,Increased bone density in little finger bone,10,Synonym
HP:0100921,Increased bone density in pinkie finger bone,10,Synonym
HP:0100921,Increased bone density in pinky finger bone,10,Synonym
HP:0031722,Non-accomodative convergence excess esotropia,10,Synonym
HP:0004172,Abnormal middle finger bone of the middle finger,10,Synonym
HP:0010383,Absent/small little toe bones,10,Synonym
HP:0010383,Absent/small pinky toe bones,10,Synonym
HP:0006184,Hypoplastic palmar creases,10,Synonym
HP:0002223,Agenesis of eyebrows,10,Synonym
HP:0006184,Shallow palm line,10,Synonym
HP:0012568,Puffiness of lower eyelid,10,Synonym
HP:0012568,Swelling of lower eyelid,10,Synonym
HP:0000096,Renal glomerular fibrosis,10,Synonym
HP:0025605,Eyelid lag,10,Synonym
HP:0025605,Lid lag,10,Synonym
HP:0025605,von Graefe sign,10,Synonym
HP:0011759,Pituitary gonadotropinoma,10,Synonym
HP:0000180,Bumpy tongue,10,Synonym
HP:0000180,Lingual lobules,10,Synonym
HP:0000180,Lobulate tongue,10,Synonym
HP:0005484,Acquired microcephaly,10,Synonym
HP:0012568,Lower eyelid oedema,10,Synonym
HP:0005484,Deceleration of head growth,10,Synonym
HP:0005484,"Microcephaly, acquired",10,Synonym
HP:0005484,"Microcephaly, postnatal",10,Synonym
HP:0005484,Postnatal deceleration of head circumference,10,Synonym
HP:0005484,Secondary microcephaly,10,Synonym
HP:0009464,Medially deviated index finger,10,Synonym
HP:0009464,Second finger ulnar deviation,10,Synonym
HP:0009464,Ulnar angulation of the index finger,10,Synonym
HP:0009464,Ulnar deviation of index fingers,10,Synonym
HP:0012479,Jaw joint clicking sound,10,Synonym
HP:0012479,Jaw joint crepitus,10,Synonym
HP:0012479,Jaw joint grating sound,10,Synonym
HP:0005484,Development of small head that was not present at birth,10,Synonym
HP:0012568,Fullness of lower eyelid,10,Synonym
HP:0012568,Cellulitis of lower eyelid,10,Synonym
HP:0010295,Lingual aplasia/hypoplasia,10,Synonym
HP:0010463,Absent ovary,10,Synonym
HP:0010463,Aplasia of the ovaries,10,Synonym
HP:0010463,Bilateral absent ovaries,10,Synonym
HP:0010748,Abnormal position of the lacrimal punctum,10,Synonym
HP:0008476,"irregular, dense end plate",10,Synonym
HP:0032009,Infantile (constant) exotropia,10,Synonym
HP:0000689,Angle class 2 malocclusion,10,Synonym
HP:0000689,Angle class 3 malocclusion,10,Synonym
HP:0000689,Bad bite,10,Synonym
HP:0000689,Bilateral crossbite,10,Synonym
HP:0000689,Bilateral crossbite malocclusion,10,Synonym
