HPO_ID,Sentence,Ancestor
HP:0030465,No detectable response to the light-adapted 3.0 ERG (single-flash cone response). This type of ERG measures responses of the cone system; a-waves arise from cone photoreceptors and cone off-bipolar cells; the b-wave comes from On- and Off-cone bipolar cells.,HP:0000478
HP:0004132,An abnormal indentation of the skin in the region of the nasal tip.,HP:0000152
HP:0032257,"Histoplasmosis infection involving multiple sites of the body. Disseminated histoplasmosis can involve various organs, including reticuloendothelial organs, gastrointestinal tract, adrenal glands, central nervous system, endovascular structures, kidney, and skin. It typically presents with systemic symptoms like fever, generalized fatigue, night sweats, weight loss, and the symptoms related to the specific organ involved. Severe disseminated disease can manifest as septic shock, multi organ failure, and ARDS.",HP:0002715
HP:0010739,"Osteopoikilosis is a benign, asymptomatic sclerotic dysplasia of the bones. It affects both male and female and may be seen at any age. Radiographically sclerotic circular or ovoid lesions are usually symmetrically distributed in a periarticular location. Lesions can increase or decrease in size and number in serial radiographs or even disappear and do not have increased bone radiotracer uptake.",HP:0000924
HP:0001647,"The presence of an aortic valve with two instead of the normal three cusps (flaps). Bicuspid aortic valvue is a malformation of a commissure (small space between the attachment of each cusp to the aortic wall) and the adjacent parts of the two corresponding cusps forming a raphe (the fused area of the two underdeveloped cusps turning into a malformed commissure between both cusps; the raphe is a fibrous ridge that extends from the commissure to the free edge of the two underdeveloped, conjoint cusps).",HP:0001626
HP:0000911,"Abnormally flat configuration of the glenoid fossa, also known as the glenoid cavity, which is the articular surface of the scapula that articulates with the head of the humerus.",HP:0000924
HP:0032586,Increased numbers of plasma cells in the interstitial tissues of the kidney.,HP:0000119
HP:0010833,Spontaneous pain is a kind of neuropathic pain which occurs without an identifiable trigger.,HP:0000707
HP:0500142,A decreased amount of lysine in the blood.,HP:0001939
HP:0012855,Increased pigmentation (skin color) of the scrotum.,HP:0000119
HP:0032668,A type of myoclonic status epilepticus in the absence of coma.,HP:0000707
HP:0025595,"Reduced ocular movement of the superior oblique muscle which improves on testing ductions, typically associated with neurogenic palsy.",HP:0000478
HP:0031741,"Reduced ocular movement by the inferior oblique muscle which improves on testing ductions, typically associated with neurogenic palsy.",HP:0000478
HP:0012856,Anomaly of the folded ridges (wrinkles) of skin of the scrotum.,HP:0000119
HP:0010921,"A 'coral-like' pattern of opacity in the lens of the eye. That is, a cataract with an irregular, stellate form.",HP:0000478
HP:0011867,An anomaly of the ilium ala. This is the large expanded portion of the ilum which bounds the greater pelvis laterally.,HP:0000924
HP:0000071,"The presence of a stenotic, i.e., constricted ureter.",HP:0000119
HP:0032585,Increased numbers of eosinophils in the interstitial tissues of the kidney.,HP:0000119
HP:0011683,Any ventricular septal defect (VSD) that is small enough to restrict flow across it such that a pressure gradient exists between the two sides of the VSD.,HP:0001626
HP:0008655,Aplasia or developmental hypoplasia of the fallopian tube.,HP:0000119
HP:0500203,Abnormally increased levels of arginine in cerebrospinal fluid.,HP:0001939
HP:0031753,Decreased strength of the medial rectus muscle.,HP:0000478
HP:0010561,An abnormally wavy surface or edge of the ribs.,HP:0000924
HP:0011120,Nasal ridge curving posteriorly to an imaginary line that connects the nasal root and tip.,HP:0000152
HP:0030187,Nodding movement of the head or body.,HP:0000707
HP:0000381,"Stapes ankylosis refers to congenital or acquired fixation of the stapes (the stirrup-shaped small bone or ossicle in the middle ear), which is associated with conductive hearing resulting from impairment of the sound-conduction mechanism (the external auditory canal, tympanic membrane, and/or middle-ear ossicles).",HP:0000598
HP:0003246,Increased size of the ridge of tissue that extends along the midline of the scrotum.,HP:0000119
HP:0000090,Presence of cysts at the corticomedullary junction of the kidney in combination with tubulointerstitial fibrosis.,HP:0000119
HP:0025446,"A congenital malformation in which one or both of the papillary muscles (posteromedial or anterolateral) insert directly (that is, without interpositioned chordae tendineae) into the anterior mitral leaflet.",HP:0001626
HP:0000576,A scotoma (area of diminished vision within the visual field) located between the central point of fixation and the blind spot with a roughly horizontal oval shape.,HP:0000478
HP:0007207,Generalized-onset tonic-clonic seizures that are provoked by flashing or flickering light.,HP:0000707
HP:0100779,A rare birth defect in women where the urethra and vagina both open into a common channel.,HP:0000119
HP:0010763,Insertion of the posterior columella below the nasal base.,HP:0000152
HP:0030711,Distention of the vagina caused by accumulation of fluid due to congenital vaginal obstruction.,HP:0000119
HP:0011456,Aplasia of the stapes.,HP:0000598
HP:0012818,Noncompaction cardiomyopathy that affects both ventricles.,HP:0001626
HP:0004851,"A type of megaloblastic anemia (i.e., anemia characterized by the presence of erythroblasts that are larger than normal) that improves upon the administration of folate.",HP:0001871
HP:0000894,Reduced length of the clavicles.,HP:0000924
HP:0010869,A type of dyssynergy characterized by the lack of the ability to smoothly perform the elements of a voluntary movement in the appropriate order and speed.,HP:0000707
HP:0012890,Posterior malposition of the anus.,HP:0025031
HP:0100801,Aplasia of the pancreas.,HP:0025031
HP:0000493,"An abnormality of the fovea centralis, the central area of the macula that mediates central, high resolution vision and contains the largest concentration of cone cells in the retina.",HP:0000478
HP:0000543,A pale yellow discoloration of the optic disk (the area of the optic nerve head in the retina). The optic disc normally has a pinkish hue with a central yellowish depression.,HP:0000478
HP:0011494,Generalized reduced transparency of the stroma of the cornea.,HP:0000478
HP:0012071,"Any deviation from the normal concentration in the blood circulation of acylcarnitine, which is produced by reversible esterification of the 3-hydroxyl group of carnitine.",HP:0001939
HP:0011832,Decrease in width of the nasal tip.,HP:0000152
HP:0003217,An increased concentration of glutamine in the blood.,HP:0001939
HP:0030048,Colpocephaly is an anatomic finding in the brain manifested by occipital horns that are disproportionately enlarged in comparison with other parts of the lateral ventricles.,HP:0000707
HP:0032754,A focal sensory seizure during which awareness is retained throughout the seizure.,HP:0000707
HP:0000003,"Multicystic dysplasia of the kidney is characterized by multiple cysts of varying size in the kidney and the absence of a normal pelvicaliceal system. The condition is associated with ureteral or ureteropelvic atresia, and the affected kidney is nonfunctional.",HP:0000119
HP:0004717,An abnormality of the normal developmental rotation of the kidney leading to an abnormal axial orientation of the kidney.,HP:0000119
HP:0000803,Cysts of the cortex of the kidney.,HP:0000119
HP:0005210,Underdevelopment of the colon.,HP:0025031
HP:0025417,Urethra more open or expanded than normal.,HP:0000119
HP:0032418,"An abnormal concentration of an HDL subfraction, which can be determined by methods such as electrophoresis followed by densitometric determination of the areas under the peaks. Large HDL subfractions are defined as HDL1 (greater than 12 nm), HDL2b (9.7-12 nm), and HDL2a (8.8-9.69 nm). Small HDL subfractions are defined as HDL3a (8.2-8.79 nm), HDL3b (7.8-8.19 nm), and HDL3c (7.20-7.79 nm).",HP:0001939
HP:0002937,Absence of one half of the vertebral body.,HP:0000924
HP:0030778,An abnormal magnetic resonance tomography signal from a vertebral endplate with a low signal on T1 and T2-weighted sequences. Modic type III signals are thought to correspond to subchondral sclerosis seen on plain radiographs.,HP:0000924
HP:0004749,"A type of atrial arrhythmia characterized by atrial rates of between 240 and 400 beats per minute and some degree of atrioventricular node conduction block. Typically, the ventricular rate is half the atrial rate. In the EKG; atrial flutter waves are observed as sawtooth-like atrial activity. Pathophysiologically, atrial flutter is a form of atrial reentry in which there is a premature electrical impulse creates a self-propagating circuit.",HP:0001626
HP:0012871,"A varicocele is a widening of the veins along the spermatic cord, leading to enlarged, twisted veins in the scrotum, and manifested clinically by a painless testicle lump, scrotal swelling, or bulge in the scrotum.",HP:0000119
HP:0011160,"A seizure characterized by taste phenomena including acidic, bitter, salty, sweet, or metallic tastes as its first clinical manifestation.",HP:0000707
HP:0010480,The presence of an abnormal connection between the urethra and another organ or the skin.,HP:0000119
HP:0000552,"Difficulty distinguishing between yellow and blue, possible related to dysfunction of the S photopigment.",HP:0000478
HP:0033069,An increased number of IgG4+ plasma cells in the interstitial space of the kidney.,HP:0000119
HP:0032985,"Accumulation of inhaled, nondigestable particles in macrophages.",HP:0002086
HP:0000648,Atrophy of the optic nerve. Optic atrophy results from the death of the retinal ganglion cell axons that comprise the optic nerve and manifesting as a pale optic nerve on fundoscopy.,HP:0000478
HP:0410364,An abnormal decrease in the concentration of monosialylated core 1 O-glycans on glycoproteins.,HP:0001939
HP:0030154,Rupture of the wall of the gallbladder.,HP:0025031
HP:0002247,"A developmental defect resulting in complete obliteration of the duodenal lumen, that is, an abnormal closure of the duodenum.",HP:0025031
HP:0008465,A developmental defect characterized by agenesis of one or more vertebral bodies.,HP:0000924
HP:0007929,Separation of the inner layers of the retina (neural retina) from the pigment epithelium occuring near the outer limit (periphery) of the retina.,HP:0000478
HP:0011831,Nasal tip positioned to one side of the midline.,HP:0000152
HP:0007098,Episodes of choreoathetosis that can occur following triggers such as quick voluntary movements.,HP:0000707
HP:0002445,"Paralysis of all four limbs, and trunk of the body below the level of an associated injury to the spinal cord. The etiology of quadriplegia is similar to that of paraplegia except that the lesion is in the cervical spinal cord rather than in the thoracic or lumbar segments of the spinal cord.",HP:0000707
HP:0003175,"Underdevelopment of the ischium, which forms the lower and back part of the hip bone.",HP:0000924
HP:0008002,Abnormality of macular or foveal pigmentation.,HP:0000478
HP:0008428,Schisis (cleft or cleavage) of vertebral bodies.,HP:0000924
HP:0010317,Absence of the scapulae.,HP:0000924
HP:0007688,Absence of the combined rod-and-cone response on electroretinogram.,HP:0000478
HP:0010445,"An ostium primum atrial septal defect is located in the most anterior and inferior aspect of the atrial septum. The ostium primum refers to an anterior and inferior opening (ostium) within the septum primum, which divides the rudimentary atrium during fetal development. The ostium primum is normally sealed by fusion of the superior and inferior endocardial cushions around 5 weeks' gestation. Ostium primum defects result from a failure of the fusion of the embryologic endocardial cushion and septum primum.",HP:0001626
HP:0032669,A type of myoclonic status epilepticus in the presence of coma.,HP:0000707
HP:0002153,An abnormally increased potassium concentration in the blood.,HP:0001939
HP:0032787,A focal sensory seizure in which awareness is partially or fully impaired at some point during the seizure.,HP:0000707
HP:0007413,Naevus flammeus localised in the skin of the forehead.,HP:0001574
HP:0031291,Ichthyosis follicularis is characterized by widespread non inflammatory thorn-like follicular projections. Dyskeratotic papules are most pronounced over the extensor extremities and scalp and are symmetrically distributed.,HP:0001574
HP:0007814,"Mottling (spots or blotches with different shades) of the retinal pigment epithelium, i.e., localized or generalized fundal pigment granularity associated with processes at the level of the retinal pigment epithelium.",HP:0000478
HP:0002301,"Paralysis (complete loss of muscle function) in the arm, leg, and in some cases the face on one side of the body.",HP:0000707
HP:0002786,"Weakness of the cartilage in the trachea and the bronchi, resulting in a floppy (non-rigid) airway. Affected persons may have difficulties to maintain patency of the airways.",HP:0002086
HP:0032027,"Yellow, white or greyish lesions in the retina that are well-defined/distinct, individual and mostly uniform in size.",HP:0000478
HP:0030671,"Any anomaly of the ring of fibrous tissue that surrounds the optic nerve at its entrance at the apex of the orbit. The common tendinous ring, also known as the annulus of Zinn or annular tendon, is the origin for five of the seven extraocular muscles.",HP:0000152
HP:0410147,"Infiltration of eosinophils in the stomach mucosa, that is diagnosed by an upper endoscopy and microscopy that shows more than 20 eosinophils per high-power field in association with peripheral eosinophilia and the absence of secondary cause of eosinophilia.",HP:0025031
HP:0410360,An abnormal increase in the concentration of core 1 O-glycans on glycoproteins.,HP:0001939
HP:0005295,"Pseudocoarctation is a congenital anomaly of kinking, or buckling, of the aorta without a pressure gradient across the lesion. It is characterized by elongation and kinking of the aorta at the level of the ligamentum arteriosum.",HP:0001626
HP:0011246,Decreased protrusion of the superior crus relative to the prominence of a normal antihelix stem.,HP:0000598
HP:0003796,"Irregularity of the iliac crest, which is the superior border of the wing of the ilium.",HP:0000924
HP:0002346,"An unintentional, oscillating to-and-fro muscle movement affecting head movement.",HP:0000707
HP:0010910,An increased concentration of valine in the blood.,HP:0001939
HP:0011178,EEG dominated by diffuse alpha-waves (8-13Hz).,HP:0000707
HP:0011164,"A sensation consistent with involvement of the autonomic nervous system, including cardiovascular, gastrointestinal, sudomotor, vasomotor and thermoregulatory functions.",HP:0000707
HP:0000492,An abnormality of the eyelids.,HP:0000152
HP:0100015,"The presence of a supernumerary, i.e. third, crus of the helix in the helix, arising at or above the normal bifurcation of the antihelix.",HP:0000598
HP:0030185,"An isometric tremor occurs with muscle contraction against a rigid stationary object (e.g., when making a fist).",HP:0000707
HP:0000034,Accumulation of clear fluid in the between the layers of membrane (tunica vaginalis) surrounding the testis.,HP:0000119
HP:0032736,"Focal emotional seizure with anger is characterized by the presence of anger, as an expressed or observed emotion, at the outset of the seizure. It may be accompanied by aggressive behaviour.",HP:0000707
HP:0004502,Bilateral absence (atresia) of the posterior nasal aperture (choana).,HP:0000152
HP:0030911,Two clitorides located side by side.,HP:0000119
HP:0500230,Abnormally increased levels of glycine in cerebrospinal fluid.,HP:0001939
HP:0032587,The presence of birefringent calcium- and oxalate deposits in interstitial cells of the kidney.,HP:0000119
HP:0000802,Inability to develop or maintain an erection of the penis.,HP:0000119
HP:0007766,"Underdevelopment of the optic disc, that is of the optic nerve head, where ganglion cell axons exit the eye to form the optic nerve.",HP:0000478
HP:0011739,A form of primary hyperaldosteronism in which the overproduction of aldosterone can be suppressed by the administration of dexamethasone.,HP:0000818
HP:0012161,A separation (dissection) of the layers of the external carotid artery wall.,HP:0001626
HP:0011833,Positioning of the nasal tip inferior to the nasal base.,HP:0000152
HP:0006462,A generalized decrease in bone mineral density.,HP:0000924
HP:0011682,"A ventricular septal defect that is confluent with and involves the membranous septum and is bordered by an atrioventricular valve, not including the type 3 VSDs.",HP:0001626
HP:0011177,EEG background activity at 4-5/second.,HP:0000707
HP:0031232,Breadth of the incisura from the anterior to posterior border greater than that observed in the average population.,HP:0000598
HP:0012002,"Affective, mnemonic or composite perceptual auras with subjective qualities similar to those experienced in life but are recognized by the subject as occurring outside of actual context.",HP:0000707
HP:0025347,Reduced concentration of beta-2-microglobulin in the blood.,HP:0001939
HP:0011587,"A deviance from the norm of the origin or course of the right brachiocephalic artery, the left common carotid artery, the left subclavian artery or the proximal vertebral arteries.",HP:0001626
HP:0002538,An abnormality of the cerebral cortex.,HP:0000707
HP:0032739,"Focal emotional seizure with anxiety is characterized by the presence of anxiety, fear or panic as an expressed or observed emotion, at the outset of the seizure. Because of the unpleasant nature of these seizures, patients may also have anticipatory anxiety about having seizures.",HP:0000707
HP:0500234,Abnormally decreased levels of alanine in cerebrospinal fluid.,HP:0001939
HP:0005652,"Sclerosis (abnormal hardening) of cortical bone, characterized by increased radiodensity.",HP:0000924
HP:0012619,Presence of a many diverticula (sac or pouch) in the wall of the urinary bladder.,HP:0000119
HP:0000114,"Dysfunction of the proximal tubule, which is the portion of the duct system of the nephron of the kidney which leads from Bowman's capsule to the loop of Henle.",HP:0000119
HP:0031752,Excessive action of the lateral rectus muscle caused by increased innervation typically as a consequence of palsy or limitation to the ipsilateral antagonist or contralateral synergist.,HP:0000478
HP:0001269,"Loss of strength in the arm, leg, and sometimes face on one side of the body. Hemiplegia refers to a complete loss of strength, whereas hemiparesis refers to an incomplete loss of strength.",HP:0000707
HP:0010923,A type of cataract affecting the anterior pole of lens immediately adjacent to ('beneath') the lens capsule.,HP:0000478
HP:0032891,A focal motor seizure with version characterized by retained awareness throughout the seizure.,HP:0000707
HP:0100859,Abnormal outpouching or sac-like dilatation in the wall of the superior mesenteric artery .,HP:0001626
HP:0031231,Width of the incisura from the anterior to posterior border less than that observed in the average population.,HP:0000598
HP:0100818,Increased inferior to superior extent of the thorax.,HP:0000924
HP:0003177,A shift from the normally round (convex) appearance of the iliac wing towards a square-like appearance.,HP:0000924
HP:0031195,An increased number and density of the trabeculae in the apex (tip) of the left ventricle.,HP:0001626
HP:0011681,A ventricular septal defect that lies beneath the semilunar valve(s) in the conal or outlet septum.,HP:0001626
HP:0005580,A duplication of the renal pelvis.,HP:0000119
HP:0025626,An abnormally high concentration of oleic acid (oleate) in the blood circulation.,HP:0001939
HP:0000049,Superior margin of the scrotum superior to the base of the penis.,HP:0000119
HP:0100018,"A nuclear cataract is an opacity or clouding that develops in the lens nucleus. That is, a nuclear cataract is one that is located in the center of the lens. The nucleus tends to darken changing from clear to yellow and sometimes brown.",HP:0000478
HP:0031017,Multiple defects in the atrial septum.,HP:0001626
HP:0031743,Excessive action of the inferior rectus muscle caused by increased innervation typically as a consequence of palsy or limitation to the ipsilateral antagonist or contralateral synergist.,HP:0000478
HP:0025585,Tendency for the visual axis of one eye to be higher than that of the other.,HP:0000478
HP:0032740,A focal autonomic seizure characterised by retained awareness throughout the seizure.,HP:0000707
HP:0011473,The enteric villi are atrophic or absent.,HP:0025031
HP:0100952,An increase in size of the subarachnoid space associated with the lateral cerebral sulcus (Sylvian fissure).,HP:0000707
HP:0012553,"A thumbnail that is diminished in length and width, i.e., underdeveloped thumb nail.",HP:0001574
HP:0002245,Meckel's diverticulum is a congenital diverticulum located in the distal ileum.,HP:0025031
HP:0004450,A groove of the skin immediately in front of the ear.,HP:0000152
HP:0031655,The presence of an aortic valve with four instead of the normal three cusps (flaps).,HP:0001626
HP:0008684,Absence or developmental hypoplasia of the uterus.,HP:0000119
HP:0500201,Abnormally decreased levels of glutamic acid in cerebrospinal fluid.,HP:0001939
HP:0011449,Clonus is an involuntary tendon reflex that causes repeated flexion and extension of the foot. Knee clonus can be tested by rapidly pushing the patella towards the toes.,HP:0000707
HP:0011345,"A moderate delay in the acquisition of the ability to use language to communicate needs, wishes, or thoughts.",HP:0000707
HP:0005235,"A developmental defect resulting in abnormal closure, or atresia of the tubular structure of the jejunum.",HP:0025031
HP:0006813,A type of focal clonic seizure characterized by sustained rhythmic jerking rapidly involves one side of the body at seizure onset.,HP:0000707
HP:0030777,An abnormal magnetic resonance tomography signal from a vertebral endplate with a high signal on T1-weighted sequences and high- or isointense signal on T2 sequences. Modic type II signals are thought to indicate fatty replacement in the bone marrow.,HP:0000924
HP:0002938,An abnormal accentuation of the inward curvature of the spine in the lumbar region.,HP:0000924
HP:0031491,"Diffuse, bilateral and recently also unilateral or focal localization spike-wave occurring in slow sleep or non-rapid eye movement sleep.",HP:0000707
HP:0031776,A form of manifest strabismus (heterotropia) in which the one eye is wheel rotated so that the upper end of its vertical axis is nasal (incyclotropia) or temporal (excyclotropia).,HP:0000478
HP:0025418,"Patchy or diffuse ischemic destruction of all the elements of renal cortex resulting from significantly diminished renal arterial perfusion. Coagulative necrosis may be present, involving all tubular segments and glomeruli. Nuclei may be pale and pyknotic, or may no longer be apparent. Thrombi may be present in vessels at the edge of the infarct.",HP:0000119
HP:0500217,Abnormally increased levels of aspartic acid in cerebrospinal fluid.,HP:0001939
HP:0010761,Increased width of the columella.,HP:0000152
HP:0012655,Increased concentration of dopamine in the cerebrospinal fluid (CSF).,HP:0000707
HP:0011740,A form of primary hyperaldosteronism in which the overproduction of aldosterone cannot be suppressed by the administration of dexamethasone or similar glucocorticoids.,HP:0000818
HP:0005297,Peripheral arterial stenosis with onset before the age of 50 years.,HP:0001626
HP:0025490,A congenital variant of a coronary artery in which a portion of an epicardial coronary artery (most frequently the middle segment of the left anterior descending artery) takes an intramuscular course.,HP:0001626
HP:0500027,Congenital absence of the colon,HP:0025031
HP:0030507,Crystalline deposits in the retina.,HP:0000478
HP:0012162,A separation (dissection) of the layers of the common carotid artery wall.,HP:0001626
HP:0030912,Supernumerary clitoris.,HP:0000119
HP:0001634,One or both of the leaflets (cusps) of the mitral valve bulges back into the left atrium upon contraction of the left ventricle.,HP:0001626
HP:0011272,Decreased posterolateral protrusion of the tragus.,HP:0000598
HP:0100894,Increased side-to-side width of the xiphoid process of the sternum.,HP:0000924
HP:0002280,"Increase in size of the cisterna magna, one of three principal openings in the subarachnoid space between the arachnoid and pia mater, located between the cerebellum and the dorsal surface of the medulla oblongata.",HP:0000707
HP:0012873,Aplasia (congenital absence) of the vas deferens.,HP:0000119
HP:0002372,"Lack of observable abnormal electroencephalographic (EEG) patterns in an individual with a history of seizures. About half of individuals with epilepsy show interictal epileptiform discharges upon the first investigation. The yield can be increased by repeated studies, sleep studies, or by ambulatory EEG recordings over 24 hours. Normal interictal EEG is a sign that can be useful in the differential diagnosis.",HP:0000707
HP:0004496,Absence or abnormal closure of the posterior portion of the choana (the posterior nasal aperture).,HP:0000152
HP:0003348,An increased concentration of alanine in the blood.,HP:0001939
HP:0032681,A focal aware cognitive seizure during which awareness is retained throughout the seizure.,HP:0000707
HP:0001327,Generalised myoclonic seizure provoked by flashing or flickering light.,HP:0000707
HP:0012231,A type of retinal detachment arising from damage to the outer blood-retinal barrier that allows fluid to access the subretinal space and separate the neurosensory retina from the retinal pigment epithelium.,HP:0000478
HP:0010728,A developmental defect characterized by absence of the retina.,HP:0000478
HP:0032685,"A focal cognitive seizure characterized by auditory agnosia as the initial semiological manifestation. For example a person may hear a ringing sound, but may not connect this with the concept that the sound is from a telephone ringing.",HP:0000707
HP:0010993,An abnormality of the cerebral subcortex.,HP:0000707
HP:0100020,A cataract which is found in the back outer layer of the lens. This type often develops more rapidly.,HP:0000478
HP:0031005,Abnormally increased sensitivity to pain.,HP:0000707
HP:0012396,A motility disorder characterized by biliary colic in the absence of gallstones with a reduced gallbladder ejection fraction.,HP:0025031
HP:0100958,Decreased width of the foramen obturatorium. The foramen obturatorium (also known as the obturator foramen) is a hole located between the ischium and pubis bones of the pelvis.,HP:0000924
HP:0031297,"Unroofed coronary sinus (CS) is a rare congenital cardiac anomaly in which there is partial (either focal or fenestrated) or complete absence of the roof of the CS, which results in a communication between the CS and the LA. Unroofed CS is the rarest type of atrial septal defect. It is often associated with persistent left superior vena cava (LSVC) and other forms of complex congenital heart disease, usually heterotaxia syndromes. The morphological types have been classified into 4 groups: Type I, completely unroofed with persistent LSVC; type II, completely unroofed without persistent LSVC; type III, partially unroofed mid portion; and type IV, partially unroofed terminal portion.",HP:0001626
HP:0001677,"Reduction of the diameter of the coronary arteries as the result of an accumulation of atheromatous plaques within the walls of the coronary arteries, which increases the risk of myocardial ischemia.",HP:0001626
HP:0004724,The presence of calcium-containing calculi (stones) in the kidneys.,HP:0000119
HP:0007754,"Macular dystrophy is a nonspecific term for premature retinal cell aging and cell death, generally confied to the macula in which no clear extrinsic cause is evident.",HP:0000478
HP:0012651,A severe form of gait ataxia such that an affected person cannot walk at all.,HP:0000707
HP:0002900,An abnormally decreased potassium concentration in the blood.,HP:0001939
HP:0020120,Swelling (edema) of the retinal nerve fibers.,HP:0000478
HP:0000174,"Any abnormality of the palate, i.e., of roof of the mouth.",HP:0000152
HP:0012354,Increased addition of fucose sugar units to N-linked glycans.,HP:0001939
HP:0011260,Small defect of the helical fold that lies at the junction of the superior and descending portions of the helix.,HP:0000598
HP:0031676,"A type of ventricular tachycardia that is characterized by uniform QRS complexes within each lead (i.e., each QRS is identical or nearly so).",HP:0001626
HP:0025023,"A developmental defect resulting in complete obliteration of the lumen of the rectum. That is, there is an abnormal closure, or atresia of the tubular structure of the rectum.",HP:0025031
HP:0010661,A developmental defect characterized by the absence of the Third ventricle.,HP:0000707
HP:0032644,"Abnormal accumulation of a metabolite, protein, or protein-derived substance in the interstitial region of the kidney.",HP:0000119
HP:0000399,"A form of sensorineural deafness with either congenital onset or infantile onset, i.e., before the acquisition of speech.",HP:0000598
HP:0008555,Complete lack of functioning of the vestibular apparatus.,HP:0000598
HP:0007936,Fibrosis of the external ocular muscles such that the eyes of affected individuals are partially or completely fixed in a strabismic position. Residual eye movements are significantly limited.,HP:0000478
HP:0011640,The presence of a single coronary artery ostium from which both coronary arteries arise.,HP:0001626
HP:0010733,Naevus flammeus localised in the skin of the eyelid.,HP:0001574
HP:0000495,"The presence of recurrent corneal epithelial erosions. Although most corneal epithelial defects heal quickly, some may show recurrent ulcerations.",HP:0000478
HP:0000580,An abnormality of the retina characterized by pigment deposition. It is typically associated with migration and proliferation of macrophages or retinal pigment epithelial cells into the retina; melanin from these cells causes the pigmentary changes. Pigmentary retinopathy is a common final pathway of many retinal conditions and is often associated with visual loss.,HP:0000478
HP:0002378,"An unintentional, oscillating to-and-fro muscle movement affecting the hand.",HP:0000707
HP:0005231,A chronic form of gastritis.,HP:0025031
HP:0030959,Bowing (bulging out) of the muscular part of the interventricular septum of more than 10-15 mm into the cavity of an adjacent ventricle (usually into the right ventricle).,HP:0001626
HP:0012350,Decreased addition of sialic acids to N-linked glycans.,HP:0001939
HP:0012168,Habitual striking of one's own head against a surface such as a mattress or wall of a crib.,HP:0000707
HP:0000437,Decreased distance from the nasal tip to the nasal base.,HP:0000152
HP:0032862,A type of focal motor status epilepticus characterized by prolonged ictal paresis or inhibitory motor seizures.,HP:0000707
HP:0011211,Occurrence of epileptiform discharges in occipital regions during photic stimulation.,HP:0000707
HP:0008438,"A morphological abnormality of the vertebral arch, i.e., of the posterior part of a vertebra.",HP:0000924
HP:0031263,"Any anomolous structure of the renal corpuscle, which is the initial component of the nephron that filters blood. The renal corpuscle consists of a knot of capillaries (glomerulus) that is surrounded by a double-walled capsule (Bowman capsule) that opens into a renal tubule.",HP:0000119
HP:0007939,A form of monochromacy in which vision is derived from the remaining preserved blue (S) cones and rod photoreceptors.,HP:0000478
HP:0000396,"A condition in which the helix is folded over to a greater degree than normal. That is, excessive curling of the helix edge, whereby the free edge is parallel to the plane of the ear.",HP:0000598
HP:0001397,The presence of steatosis in the liver.,HP:0025031
HP:0011685,The superior vena cava passes below the aortic arch.,HP:0001626
HP:0031008,"Involuntary protrusions, movements, spams and contortions of the tongue.",HP:0000707
HP:0006873,A symmetric and progressive loss of myelin from the internode regions along myelinated nerve fibers of the peripheral nervous system.,HP:0000707
HP:0500213,Abnormally decreased levels of threonine in cerebrospinal fluid.,HP:0001939
HP:0012238,"Increased plasma concentrations of chylomicrons, the large lipid droplet (up to 100 mm in diameter) of reprocessed lipid synthesized in epithelial cells of the small intestine and containing triacylglycerols, cholesterol esters, and several apolipoproteins.",HP:0001939
HP:0025172,Thickening of the interlobular septa of the lungs as seen on a high-resolution computed tomography scan with a smooth appearance of the interlobular septa.,HP:0002086
HP:0500156,An increased amount of asparagine in the blood.,HP:0001939
HP:0007027,A morphological abnormality of the metencephalon.,HP:0000707
HP:0010532,Paroxysmal episodes of vertigo.,HP:0000598
HP:0007787,A type of cataract affecting the posterior pole of lens immediately adjacent to ('beneath') the Lens capsule.,HP:0000478
HP:0007831,Nonprogressive restriction of movement of the external ocular muscles such that the eyes of affected individuals are partially or completely fixed in a strabismic position. Residual eye movements are significantly limited.,HP:0000478
HP:0010844,Multifocal slowing of cerebral electrical activity recorded along the scalp by electroencephalography (EEG).,HP:0000707
HP:0032275,"Repeated episodes of a localized, painful cutaneous eruption related to reactivation of varicella zoster virus (VZV) and characterized by a characteristic rash in one or two adjacent dermatomes.",HP:0002715
HP:0011212,Occurence of epileptiform discharges in occipital and central regions during photic stimulation.,HP:0000707
HP:0012414,Wasting or decrease in size of all or part of the duodenum.,HP:0025031
HP:0030389,"Any deivation from the normal concentration in the blood circulation of a thromboxane. Thromboxanes are derived from prostaglandin precursors in platelets, and stimulate aggregation of platelets and constriction of blood vessels.",HP:0001939
HP:0500194,Abnormally decreased levels of isoleucine in cerebrospinal fluid.,HP:0001939
HP:0030323,Underdevelopment of the vertebral artery on one side.,HP:0001626
HP:0003781,Excessive production of saliva.,HP:0000152
HP:0011102,"An abnormal closure, or atresia of the tubular structure of the ileum.",HP:0025031
HP:0010479,Persistence of the urachal canal resulting in a canal between the bladder and the umbilicus.,HP:0000119
HP:0200023,"A painful and harmful medical condition in which the erect penis doesn't return to its flaccid state, despite the absence of both physical and psychological stimulation, within four hours.",HP:0000119
HP:0100860,Abnormal outpouching or sac-like dilatation in the wall of the inferior mesenteric artery .,HP:0001626
HP:0500159,An increased amount of aspartic acid in the blood.,HP:0001939
HP:0500208,Abnormally increased levels of lysine in cerebrospinal fluid.,HP:0001939
HP:0008011,Reduced transparency of the peripheral region of the cornea.,HP:0000478
HP:0500190,Abnormally decreased levels of leucine in the cerebrospinal fluid.,HP:0001939
